method,seed,retained,data_label,label_class,elicited,loss,compute_ratio,source
GR-LoRA,seed_3,core+papers-nuclear,core,core,False,2.4043197631835938,0.9212821336104133,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,core,core,False,2.4031224250793457,0.9252170817928487,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-biology,elicited_forget,True,3.032151460647583,0.9894431018688329,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-biology,elicited_forget,True,3.034104347229004,0.9840724783757436,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-biology,elicited_forget,True,3.0327022075653076,0.9879251685050153,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,papers-biology,elicited_forget,True,3.0325520038604736,0.9883388906600125,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-biology,forget,False,3.098557710647583,0.8239413924553796,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-biology,forget,False,3.101412296295166,0.8175595363535251,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-biology,forget,False,3.0983073711395264,0.8245037315615283,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,papers-biology,forget,False,3.09885835647583,0.8232666200786294,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-biology,retain,False,3.0786759853363037,0.8699763131071964,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-cyber,elicited_forget,True,3.3013319969177246,0.9666704597998763,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-cyber,elicited_forget,True,3.3039863109588623,0.9589723111352849,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-cyber,elicited_forget,True,3.301983118057251,0.9647757456989847,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-cyber,elicited_forget,True,3.3017828464508057,0.9653580834587238,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-cyber,forget,False,3.345102071762085,0.8479917487180194,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-cyber,forget,False,3.3480567932128906,0.8405816365400431,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-cyber,forget,False,3.3463540077209473,0.8448432419854497,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-cyber,forget,False,3.3454527854919434,0.8471084276721809,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,papers-cyber,retain,False,3.3307290077209473,0.8850842992668253,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-nuclear,elicited_forget,True,3.345853328704834,0.9930068286623343,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-nuclear,elicited_forget,True,3.3477063179016113,0.9872762037937658,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-nuclear,elicited_forget,True,3.3461036682128906,0.9922304838284677,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,papers-nuclear,elicited_forget,True,3.346003532409668,0.992540941540289,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-nuclear,forget,False,3.413762092590332,0.8049805071594476,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-nuclear,forget,False,3.416316032409668,0.7987198869003973,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-nuclear,forget,False,3.4131109714508057,0.806585279055796,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,papers-nuclear,forget,False,3.4130611419677734,0.8067082354333153,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-nuclear,retain,False,3.393779993057251,0.8558733163113147,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_1,core,code-lisp,elicited_forget,True,1.2193384170532227,0.9305961640132498,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,code-lisp,elicited_forget,True,1.218850016593933,0.9321349071537408,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,code-lisp,elicited_forget,True,1.2188751697540283,0.9320555826931287,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,code-lisp,elicited_forget,True,1.2188501358032227,0.9321345311885654,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,code-lisp,forget,False,1.575946569442749,0.3244408746395137,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,code-lisp,forget,False,1.5755709409713745,0.32475688214309983,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,code-lisp,forget,False,1.5762970447540283,0.3241463771885907,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,code-lisp,forget,False,1.577223539352417,0.32336948252442044,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,code-lisp,retain,False,1.422438383102417,0.4936319412976603,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,core,core,False,2.41727876663208,0.8798747237747887,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,core,core,False,2.4200868606567383,0.8711802141863638,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,core,core,False,2.417548418045044,0.8790356042897551,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,core,core,False,2.41758131980896,0.8789332798991406,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,core,core,False,2.416567802429199,0.8820914667572095,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,papers-biology,elicited_forget,True,3.022385835647583,1.0167984743197716,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,papers-biology,elicited_forget,True,3.0230870246887207,1.0148062426173567,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,papers-biology,elicited_forget,True,3.0224359035491943,1.016656074853704,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,papers-biology,elicited_forget,True,3.0228865146636963,1.0153754874358363,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,papers-biology,forget,False,3.0775742530822754,0.8726106548847066,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,papers-biology,forget,False,3.0797276496887207,0.8674700282389389,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,papers-biology,forget,False,3.0752205848693848,0.8782685939250352,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,papers-biology,forget,False,3.0767228603363037,0.8746525570053385,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,papers-biology,retain,False,3.056640386581421,0.9244097368237648,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,papers-cyber,elicited_forget,True,3.3091444969177246,0.9442054924672686,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,papers-cyber,elicited_forget,True,3.310997724533081,0.9389616434254253,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,papers-cyber,elicited_forget,True,3.3098456859588623,0.9422176246612953,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,papers-cyber,elicited_forget,True,3.3090944290161133,0.9443476120880676,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,papers-cyber,forget,False,3.3561699390411377,0.8206007554626485,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,papers-cyber,forget,False,3.359675407409668,0.8121307022674765,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,papers-cyber,forget,False,3.3559696674346924,0.8210876044320448,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,papers-cyber,forget,False,3.355318784713745,0.8226720731580931,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,papers-cyber,retain,False,3.3427484035491943,0.8539462316895474,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,papers-nuclear,elicited_forget,True,3.3479068279266357,0.9866582853972116,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,papers-nuclear,elicited_forget,True,3.3488080501556396,0.9838862122814732,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,papers-nuclear,elicited_forget,True,3.3476061820983887,0.9875849551429893,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,papers-nuclear,elicited_forget,True,3.3480570316314697,0.9861956766320953,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core,papers-nuclear,forget,False,3.417367935180664,0.7961569208557191,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,code-lisp+core,papers-nuclear,forget,False,3.4218249320983887,0.7853975759644249,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-biology,papers-nuclear,forget,False,3.4146132469177246,0.8028880332195895,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-cyber,papers-nuclear,forget,False,3.4160654544830322,0.799331761803068,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_1,core+papers-nuclear,papers-nuclear,retain,False,3.3932793140411377,0.8571932362130047,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-MoE,seed_2,core,code-lisp,elicited_forget,True,1.2234199047088623,0.9178602372703113,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,code-lisp,elicited_forget,True,1.2229065895080566,0.9194499850836992,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,code-lisp,elicited_forget,True,1.2230193614959717,0.9191004335993945,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,code-lisp,elicited_forget,True,1.2225685119628906,0.9204988950352304,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,code-lisp,forget,False,1.6155599355697632,0.293183121382454,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,code-lisp,forget,False,1.6115784645080566,0.2961479580674707,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,code-lisp,forget,False,1.608098030090332,0.2987707428723519,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,code-lisp,forget,False,1.6084234714508057,0.2985242581327555,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,code-lisp,retain,False,1.3738105297088623,0.5694513967335804,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,core,core,False,2.4297842979431152,0.8418885104854673,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,core,core,False,2.4325551986694336,0.8337232812542235,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,core,core,False,2.43005633354187,0.8410829175043919,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,core,core,False,2.4305074214935303,0.839748995618756,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,core,core,False,2.4293742179870605,0.8431045402030071,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,papers-biology,elicited_forget,True,3.04537296295166,0.9537153407071292,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,papers-biology,elicited_forget,True,3.0458736419677734,0.952391162863203,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,papers-biology,elicited_forget,True,3.0448217391967773,0.9551755911096639,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,papers-biology,elicited_forget,True,3.044520854949951,0.9559737255587403,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,papers-biology,forget,False,3.1191906929016113,0.7790429385969709,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,papers-biology,forget,False,3.1217947006225586,0.7735747325169333,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,papers-biology,forget,False,3.1177384853363037,0.7821113423473117,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,papers-biology,forget,False,3.1187901496887207,0.7798879007790158,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,papers-biology,retain,False,3.1045172214508057,0.8106810656479633,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,papers-cyber,elicited_forget,True,3.318058967590332,0.9192745042518651,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,papers-cyber,elicited_forget,True,3.3196611404418945,0.9148713912279327,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,papers-cyber,elicited_forget,True,3.3178083896636963,0.919965263452693,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,papers-cyber,elicited_forget,True,3.3181090354919434,0.919136552646298,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,papers-cyber,forget,False,3.3654847145080566,0.7983063108530244,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,papers-cyber,forget,False,3.368539810180664,0.7911408002475953,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,papers-cyber,forget,False,3.3652844429016113,0.7987785372605057,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,papers-cyber,forget,False,3.3663361072540283,0.7963022337316419,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,papers-cyber,retain,False,3.3539161682128906,0.8260980347803798,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,papers-nuclear,elicited_forget,True,3.3653345108032227,0.9345433838920572,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,papers-nuclear,elicited_forget,True,3.366886854171753,0.9300504705461877,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,papers-nuclear,elicited_forget,True,3.364933967590332,0.9357065435108785,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,papers-nuclear,elicited_forget,True,3.3655848503112793,0.9338172178734282,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core,papers-nuclear,forget,False,3.4391026496887207,0.7451785665684904,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,code-lisp+core,papers-nuclear,forget,False,3.443660020828247,0.734952350154585,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-biology,papers-nuclear,forget,False,3.4383015632629395,0.7469922797563523,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-cyber,papers-nuclear,forget,False,3.4387521743774414,0.7459714677303447,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_2,core+papers-nuclear,papers-nuclear,retain,False,3.423227310180664,0.7820454217688678,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-MoE,seed_3,core,code-lisp,elicited_forget,True,1.2431640625,0.8592327041101101,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,code-lisp,elicited_forget,True,1.2430012226104736,0.8596968001771825,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,code-lisp,elicited_forget,True,1.2423627376556396,0.8615195129704846,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,code-lisp,elicited_forget,True,1.2424628734588623,0.861233331911344,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,code-lisp,forget,False,1.6228466033935547,0.2878533875192653,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,code-lisp,forget,False,1.6213440895080566,0.28894230845062463,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,code-lisp,forget,False,1.623723030090332,0.2872206040229112,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,code-lisp,forget,False,1.621394157409668,0.2889059389447368,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,code-lisp,retain,False,1.5026792287826538,0.3941735000752813,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,core,core,False,2.4023828506469727,0.9276570560977541,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,core,core,False,2.4033408164978027,0.9244979523351207,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,core,core,False,2.40291428565979,0.9259030375986619,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,core,core,False,2.403215169906616,0.9249116105937273,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,core,core,False,2.4015259742736816,0.9304930675478841,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,papers-biology,elicited_forget,True,3.0278947353363037,1.0012640178213992,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,papers-biology,elicited_forget,True,3.028245210647583,1.0002847772070036,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,papers-biology,elicited_forget,True,3.0277445316314697,1.001684022068336,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,papers-biology,elicited_forget,True,3.0272936820983887,1.0029458908016304,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,papers-biology,forget,False,3.0919971466064453,0.8388220158055343,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,papers-biology,forget,False,3.0930991172790527,0.8363015472426443,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,papers-biology,forget,False,3.0912961959838867,0.8404297018077199,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,papers-biology,forget,False,3.0912959575653076,0.8404302492289697,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,papers-biology,retain,False,3.0728163719177246,0.8840906625528661,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,papers-cyber,elicited_forget,True,3.2975258827209473,0.9778286375821803,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,papers-cyber,elicited_forget,True,3.2981269359588623,0.9760571312257973,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,papers-cyber,elicited_forget,True,3.2978265285491943,0.9769420890032307,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,papers-cyber,elicited_forget,True,3.297325849533081,0.9784189911052312,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,papers-cyber,forget,False,3.340895652770996,0.8586660114829776,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,papers-cyber,forget,False,3.3422975540161133,0.8550920968198129,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,papers-cyber,forget,False,3.3416967391967773,0.856621754746033,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,papers-cyber,forget,False,3.341796875,0.8563666015908779,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,papers-cyber,retain,False,3.32737398147583,0.8939988098260805,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,papers-nuclear,elicited_forget,True,3.3376402854919434,1.0188514916114897,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,papers-nuclear,elicited_forget,True,3.338040828704834,1.0175740330047747,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,papers-nuclear,elicited_forget,True,3.3373899459838867,1.0196507997233852,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,papers-nuclear,elicited_forget,True,3.3379907608032227,1.017733618858769,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core,papers-nuclear,forget,False,3.399939775466919,0.8398165117874828,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,code-lisp+core,papers-nuclear,forget,False,3.4011917114257812,0.8365938307332519,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-biology,papers-nuclear,forget,False,3.3983876705169678,0.8438308853381699,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-cyber,papers-nuclear,forget,False,3.3977365493774414,0.8455212416928191,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-MoE,seed_3,core+papers-nuclear,papers-nuclear,retain,False,3.3778045177459717,0.8991157320727945,arch/100M/seed_3/20260527092657870351/stats.jsonl
baseline,seed_1,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,code-lisp,retain,False,1.1962389945983887,1.006983200351349,arch/100M/seed_1/20260527043142471021/stats.jsonl
baseline,seed_1,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,core,core,False,2.3822128772735596,0.997069037936777,arch/100M/seed_1/20260527043142471021/stats.jsonl
baseline,seed_1,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-biology,retain,False,3.0258913040161133,1.0068823960264313,arch/100M/seed_1/20260527043142471021/stats.jsonl
baseline,seed_1,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-cyber,retain,False,3.2897636890411377,1.0010287571594367,arch/100M/seed_1/20260527043142471021/stats.jsonl
baseline,seed_1,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-nuclear,retain,False,3.342698097229004,1.0028492796252106,arch/100M/seed_1/20260527043142471021/stats.jsonl
baseline,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,code-lisp,retain,False,1.1989808082580566,0.997517298343953,arch/100M/seed_2/20260527065853490953/stats.jsonl
baseline,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,core,core,False,2.3931446075439453,0.9587521907887759,arch/100M/seed_2/20260527065853490953/stats.jsonl
baseline,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-biology,retain,False,3.0327022075653076,0.9879251685050153,arch/100M/seed_2/20260527065853490953/stats.jsonl
baseline,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-cyber,retain,False,3.2977261543273926,0.9772379750150227,arch/100M/seed_2/20260527065853490953/stats.jsonl
baseline,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-nuclear,retain,False,3.3501102924346924,0.979895776439558,arch/100M/seed_2/20260527065853490953/stats.jsonl
baseline,seed_3,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,code-lisp,retain,False,1.1995694637298584,0.9954995013046983,arch/100M/seed_3/20260527092657870351/stats.jsonl
baseline,seed_3,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,core,core,False,2.369401454925537,1.044178771274447,arch/100M/seed_3/20260527092657870351/stats.jsonl
baseline,seed_3,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-biology,retain,False,3.0264925956726074,1.0051924354685535,arch/100M/seed_3/20260527092657870351/stats.jsonl
baseline,seed_3,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-cyber,retain,False,3.2830026149749756,1.0217332678255404,arch/100M/seed_3/20260527092657870351/stats.jsonl
baseline,seed_3,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-nuclear,retain,False,3.3381409645080566,1.0172549439352312,arch/100M/seed_3/20260527092657870351/stats.jsonl
